image,cell_id,cy,cx,area_px,circularity,eccentricity,solidity,process_count
HET_3,1443,2545.4,993.2,631,0.216,0.897,0.510,0
HET_3,1444,2539.7,2964.6,286,0.721,0.741,0.897,1
HET_3,1445,2545.0,2781.2,579,0.318,0.871,0.599,3
HET_3,1446,2541.7,2183.6,390,0.742,0.782,0.915,1
HET_3,1447,2539.0,1758.6,274,0.827,0.791,0.932,1
HET_3,1448,2547.3,1948.9,494,0.325,0.980,0.707,2
HET_3,1449,2539.4,2648.4,231,0.799,0.840,0.943,1
HET_3,1450,2554.1,2329.6,339,0.603,0.866,0.817,2
HET_3,1451,2556.2,547.4,452,0.717,0.889,0.938,2
HET_3,1452,2554.9,1610.2,452,0.638,0.849,0.846,2
HET_3,1453,2567.1,2832.1,363,0.499,0.942,0.848,3
HET_3,1454,2559.0,1545.6,232,0.858,0.758,0.932,0
HET_3,1455,2557.2,2278.2,223,0.739,0.809,0.888,1
HET_3,1456,2559.5,2393.0,158,0.937,0.645,0.940,1
HET_3,1457,2568.1,861.9,565,0.517,0.814,0.776,0
HET_3,1458,2569.9,651.5,540,0.685,0.572,0.874,0
HET_3,1459,2573.2,2397.0,485,0.567,0.666,0.866,0
HET_3,1460,2570.5,1614.4,369,0.751,0.559,0.885,0
HET_3,1461,2580.7,2879.2,732,0.356,0.896,0.693,0
HET_3,1462,2578.2,928.7,496,0.530,0.735,0.801,0
HET_3,1463,2587.3,1158.0,742,0.446,0.810,0.724,2
HET_3,1464,2589.1,1986.9,443,0.439,0.926,0.776,0
HET_3,1465,2583.9,2174.4,583,0.282,0.911,0.567,0
HET_3,1466,2580.7,1627.5,300,0.817,0.664,0.923,0
HET_3,1467,2582.4,2419.2,546,0.655,0.746,0.883,3
HET_3,1468,2581.4,2082.0,373,0.584,0.808,0.842,2
HET_3,1469,2587.6,609.8,461,0.599,0.782,0.831,0
HET_3,1470,2592.0,1484.7,625,0.863,0.574,0.959,0
HET_3,1471,2590.9,2457.9,571,0.731,0.857,0.938,0
HET_3,1472,2587.3,1845.5,128,0.714,0.928,0.941,0
HET_3,1473,2599.6,2858.8,270,0.821,0.656,0.915,0
HET_3,1474,2605.4,2935.2,616,0.629,0.531,0.829,0
HET_3,1475,2606.3,1656.2,457,0.816,0.615,0.927,0
HET_3,1476,2607.5,2579.2,296,0.661,0.877,0.876,1
HET_3,1477,2615.5,616.2,488,0.540,0.404,0.764,0
HET_3,1478,2619.0,866.4,430,0.448,0.949,0.783,1
HET_3,1479,2613.1,2409.0,285,0.789,0.751,0.928,2
HET_3,1480,2609.9,599.3,265,0.770,0.675,0.920,3
HET_3,1481,2608.7,1240.7,213,0.770,0.849,0.922,1
HET_3,1482,2615.6,2336.0,561,0.888,0.655,0.962,0
HET_3,1483,2615.1,817.5,248,0.555,0.899,0.835,0
HET_3,1484,2621.2,1330.4,354,0.642,0.921,0.912,1
HET_3,1485,2622.5,2448.0,367,0.693,0.872,0.886,2
HET_3,1486,2628.1,2821.6,598,0.440,0.765,0.715,0
HET_3,1487,2624.8,830.3,312,0.602,0.911,0.876,2
HET_3,1488,2619.3,1607.2,195,0.913,0.539,0.933,3
HET_3,1489,2621.7,2395.1,293,0.812,0.790,0.939,2
HET_3,1490,2623.6,1593.0,195,0.814,0.694,0.938,0
HET_3,1491,2627.1,1529.4,291,0.725,0.879,0.921,1
HET_3,1492,2641.0,2023.4,524,0.524,0.876,0.793,0
HET_3,1493,2633.6,3057.8,299,0.656,0.922,0.903,0
HET_3,1494,2634.3,911.4,646,0.365,0.923,0.655,2
HET_3,1495,2634.0,2207.4,396,0.604,0.822,0.805,2
HET_3,1496,2630.0,655.3,186,0.891,0.785,0.954,1
HET_3,1497,2636.4,2516.5,615,0.650,0.681,0.865,0
HET_3,1498,2646.0,1743.3,450,0.397,0.912,0.746,0
HET_3,1499,2643.9,2540.5,780,0.739,0.701,0.903,0
HET_3,1500,2637.9,1799.4,288,0.657,0.891,0.903,2
HET_3,1501,2640.9,2335.8,424,0.555,0.863,0.793,0
HET_3,1502,2644.4,744.4,398,0.559,0.937,0.841,2
HET_3,1503,2643.9,820.6,296,0.788,0.806,0.908,0
HET_3,1504,2641.1,2000.0,224,0.878,0.277,0.914,0
HET_3,1505,2651.1,582.9,395,0.589,0.935,0.878,2
HET_3,1506,2655.1,2358.2,437,0.769,0.757,0.934,2
HET_3,1507,2648.2,2427.7,185,0.886,0.706,0.939,2
HET_3,1508,2661.7,1089.1,296,0.415,0.976,0.829,1
HET_3,1509,2657.9,2882.3,595,0.886,0.641,0.967,1
HET_3,1510,2671.4,1130.8,598,0.403,0.952,0.751,1
HET_3,1511,2660.3,2640.2,525,0.508,0.827,0.755,0
HET_3,1512,2655.5,1360.1,268,0.830,0.744,0.937,0
HET_3,1513,2655.2,3055.1,254,0.664,0.803,0.867,1
HET_3,1514,2655.6,766.3,137,0.636,0.944,0.890,0
HET_3,1515,2664.8,2520.0,664,0.554,0.794,0.843,0
HET_3,1516,2664.5,2427.2,519,0.703,0.841,0.872,0
HET_3,1517,2663.4,2943.7,197,0.674,0.926,0.929,0
HET_3,1518,2661.0,1106.1,250,0.825,0.743,0.940,0
HET_3,1519,2661.8,1644.3,294,0.785,0.803,0.875,0
HET_3,1520,2663.2,1456.8,253,0.870,0.750,0.937,2
HET_3,1521,2677.0,1193.4,412,0.555,0.831,0.808,1
HET_3,1522,2668.4,1574.5,414,0.848,0.737,0.939,0
HET_3,1523,2672.6,1599.9,440,0.750,0.890,0.952,0
HET_3,1524,2669.2,960.5,224,0.444,0.909,0.707,0
HET_3,1525,2670.8,1755.3,403,0.547,0.933,0.882,2
HET_3,1526,2677.7,2476.9,807,0.800,0.674,0.932,0
HET_3,1527,2675.9,1487.8,438,0.626,0.792,0.802,1
HET_3,1528,2674.8,1618.3,293,0.807,0.638,0.907,0
HET_3,1529,2675.7,2319.3,312,0.637,0.871,0.857,0
HET_3,1530,2676.0,1967.1,229,0.726,0.913,0.946,1
HET_3,1531,2682.2,975.4,372,0.595,0.706,0.819,2
HET_3,1532,2681.9,2714.1,224,0.853,0.815,0.953,1
HET_3,1533,2695.1,1893.6,697,0.419,0.953,0.797,0
HET_3,1534,2681.1,2161.8,243,0.659,0.913,0.900,1
HET_3,1535,2692.3,2561.8,420,0.516,0.914,0.776,0
HET_3,1536,2686.4,2260.0,183,0.551,0.919,0.847,1
HET_3,1537,2687.8,1727.7,318,0.715,0.783,0.886,2
HET_3,1538,2689.4,1804.6,402,0.624,0.914,0.854,0
HET_3,1539,2684.9,752.3,167,0.741,0.847,0.913,2
HET_3,1540,2693.6,2392.1,393,0.418,0.966,0.802,1
HET_3,1541,2716.6,2619.1,760,0.224,0.967,0.584,0
HET_3,1542,2697.7,2073.2,355,0.449,0.959,0.820,0
HET_3,1543,2699.3,750.2,212,0.861,0.775,0.930,0
HET_3,1544,2701.9,2909.1,603,0.393,0.955,0.710,1
HET_3,1545,2697.4,1925.5,236,0.729,0.895,0.940,0
HET_3,1546,2712.4,1576.9,865,0.753,0.797,0.930,0
HET_3,1547,2713.9,2505.3,1143,0.404,0.449,0.831,0
HET_3,1548,2707.5,1701.6,325,0.749,0.845,0.900,1
HET_3,1549,2720.0,2800.9,569,0.352,0.949,0.607,0
HET_3,1550,2708.0,2280.3,263,0.752,0.865,0.923,1
HET_3,1551,2710.1,610.8,478,0.807,0.599,0.934,0
HET_3,1552,2709.8,854.3,272,0.786,0.815,0.919,2
HET_3,1553,2711.4,1480.1,358,0.920,0.605,0.957,2
HET_3,1554,2712.3,1736.0,255,0.715,0.858,0.876,1
HET_3,1555,2708.8,1385.9,284,0.812,0.841,0.940,2
HET_3,1556,2715.9,2375.7,357,0.795,0.800,0.922,0
HET_3,1557,2722.4,1657.9,382,0.587,0.927,0.862,0
HET_3,1558,2713.8,1056.5,424,0.373,0.943,0.664,1
HET_3,1559,2719.3,2289.6,283,0.475,0.931,0.811,0
HET_3,1560,2725.1,2424.4,425,0.475,0.923,0.813,3
HET_3,1561,2713.6,2850.9,124,0.984,0.302,0.939,1
HET_3,1562,2723.5,728.7,177,0.600,0.935,0.851,0
HET_3,1563,2724.7,2862.5,411,0.662,0.811,0.886,0
HET_3,1564,2723.4,2345.2,209,0.709,0.904,0.889,1
HET_3,1565,2730.8,2304.2,386,0.675,0.906,0.891,1
HET_3,1566,2725.7,1595.5,199,0.803,0.597,0.926,2
HET_3,1567,2730.9,617.6,288,0.740,0.814,0.906,2
HET_3,1568,2729.6,670.5,255,0.804,0.692,0.907,0
HET_3,1569,2741.0,1779.7,428,0.849,0.655,0.943,4
HET_3,1570,2742.6,1952.0,382,0.409,0.876,0.703,0
HET_3,1571,2737.2,2336.1,186,0.924,0.490,0.944,1
HET_3,1572,2742.3,2868.6,201,0.669,0.914,0.885,1
HET_3,1573,2755.2,2289.1,520,0.603,0.459,0.794,0
HET_3,1574,2748.2,2152.8,425,0.495,0.910,0.737,0
HET_3,1575,2752.9,1024.3,253,0.670,0.891,0.891,2
HET_3,1576,2744.8,1133.3,110,0.998,0.678,0.957,1
HET_3,1577,2748.9,1871.6,292,0.829,0.710,0.951,3
HET_3,1578,2752.0,2353.8,269,0.727,0.815,0.894,0
HET_3,1579,2750.2,2892.3,398,0.497,0.951,0.814,0
HET_3,1580,2756.9,2529.4,412,0.800,0.778,0.943,2
HET_3,1581,2756.7,1620.4,362,0.708,0.881,0.933,2
HET_3,1582,2764.0,1856.2,466,0.790,0.688,0.930,0
HET_3,1583,2761.2,2577.6,407,0.654,0.462,0.841,2
HET_3,1584,2763.6,2001.4,415,0.549,0.885,0.806,0
HET_3,1585,2757.6,2374.0,243,0.871,0.724,0.949,0
HET_3,1586,2774.9,2232.7,587,0.339,0.877,0.660,0
HET_3,1587,2758.0,2392.9,173,0.865,0.678,0.915,1
HET_3,1588,2769.5,2740.6,509,0.568,0.792,0.807,0
HET_3,1589,2771.4,1716.1,337,0.501,0.936,0.802,1
HET_3,1590,2774.8,930.6,475,0.666,0.866,0.881,1
HET_3,1591,2771.3,1896.4,276,0.726,0.846,0.917,2
HET_3,1592,2772.7,1777.4,277,0.786,0.814,0.930,2
HET_3,1593,2766.3,2873.2,281,0.671,0.898,0.862,0
HET_3,1594,2771.0,2689.4,496,0.433,0.943,0.758,0
HET_3,1595,2771.9,2508.3,241,0.833,0.830,0.938,0
HET_3,1596,2780.5,2886.8,285,0.599,0.806,0.826,3
HET_3,1597,2805.5,869.5,561,0.307,0.967,0.687,1
HET_3,1598,2778.2,2256.1,200,0.820,0.707,0.909,0
HET_3,1599,2778.2,733.0,156,0.755,0.856,0.902,1
HET_3,1600,2779.7,2381.9,243,0.739,0.832,0.880,1
HET_3,1601,2792.3,2131.0,503,0.527,0.911,0.826,0
HET_3,1602,2785.2,2636.6,389,0.549,0.846,0.792,1
HET_3,1603,2782.2,2868.4,160,0.792,0.878,0.936,0
HET_3,1604,2787.8,1767.8,286,0.870,0.765,0.963,0
HET_3,1605,2794.5,1937.2,291,0.752,0.794,0.912,3
HET_3,1606,2792.0,1481.3,223,0.765,0.887,0.941,2
HET_3,1607,2799.0,2833.4,597,0.664,0.864,0.894,0
HET_3,1608,2805.7,1824.4,444,0.699,0.764,0.869,0
HET_3,1609,2805.2,2514.7,355,0.631,0.870,0.868,1
HET_3,1610,2824.9,2039.9,580,0.330,0.901,0.647,0
HET_3,1611,2811.6,1090.0,596,0.480,0.941,0.722,0
HET_3,1612,2807.0,1171.6,546,0.405,0.950,0.772,1
HET_3,1613,2804.8,1751.5,240,0.808,0.813,0.930,2
HET_3,1614,2807.7,1878.1,564,0.480,0.934,0.786,0
HET_3,1615,2813.3,1433.8,421,0.449,0.862,0.726,0
HET_3,1616,2812.5,1302.9,338,0.686,0.575,0.854,2
HET_3,1617,2805.1,1618.8,136,0.643,0.941,0.907,0
HET_3,1618,2814.4,2282.7,334,0.701,0.525,0.850,0
HET_3,1619,2810.6,2595.0,239,0.820,0.839,0.937,0
HET_3,1620,2811.3,1489.5,161,0.965,0.476,0.947,3
HET_3,1621,2813.7,1724.0,483,0.633,0.904,0.908,0
HET_3,1622,2815.4,1762.6,274,0.897,0.634,0.948,1
HET_3,1623,2815.6,1642.4,251,0.885,0.707,0.947,1
HET_3,1624,2817.1,2187.4,241,0.760,0.858,0.913,0
HET_3,1625,2818.9,2790.6,461,0.567,0.832,0.809,3
HET_3,1626,2818.1,2266.1,274,0.868,0.705,0.942,2
HET_3,1627,2827.1,807.7,352,0.435,0.957,0.779,1
HET_3,1628,2821.0,1574.2,198,0.898,0.615,0.947,2
HET_3,1629,2820.3,1534.2,190,0.862,0.741,0.927,3
HET_3,1630,2827.3,2820.4,228,0.537,0.945,0.806,0
HET_3,1631,2827.5,2356.7,364,0.793,0.630,0.903,0
HET_3,1632,2832.2,2856.2,514,0.751,0.790,0.908,0
HET_3,1633,2836.2,968.5,424,0.529,0.889,0.775,1
HET_3,1634,2831.2,1232.0,311,0.690,0.793,0.896,2
HET_3,1635,2831.9,2567.5,295,0.874,0.757,0.952,1
HET_3,1636,2839.0,2095.1,768,0.570,0.893,0.834,0
HET_3,1637,2833.7,2313.5,145,0.911,0.802,0.967,1
HET_3,1638,2848.6,754.0,405,0.475,0.937,0.747,2
HET_3,1639,2838.9,693.3,238,0.780,0.857,0.878,0
HET_3,1640,2844.5,2700.2,304,0.717,0.867,0.905,2
HET_3,1641,2839.0,1326.4,185,0.856,0.808,0.944,0
HET_3,1642,2847.3,1792.0,399,0.833,0.709,0.941,1
HET_3,1643,2846.6,1726.8,478,0.627,0.735,0.857,0
HET_3,1644,2851.1,912.9,509,0.445,0.725,0.747,1
HET_3,1645,2847.2,2656.1,296,0.808,0.871,0.952,1
HET_3,1646,2852.1,1817.9,453,0.685,0.814,0.855,0
HET_3,1647,2849.6,2312.6,457,0.633,0.933,0.920,0
HET_3,1648,2853.1,1280.1,477,0.681,0.684,0.867,0
HET_3,1649,2848.9,1523.6,288,0.854,0.748,0.944,1
HET_3,1650,2850.4,2788.4,384,0.587,0.894,0.855,2
HET_3,1651,2850.7,1342.7,324,0.767,0.867,0.931,0
HET_3,1652,2855.7,1412.3,395,0.720,0.766,0.894,0
HET_3,1653,2861.8,2530.1,247,0.788,0.874,0.936,1
HET_3,1654,2864.5,1687.9,341,0.750,0.855,0.909,1
HET_3,1655,2870.6,1955.8,426,0.612,0.915,0.834,1
HET_3,1656,2864.7,1052.2,233,0.763,0.820,0.900,1
HET_3,1657,2861.7,2134.6,222,0.747,0.871,0.914,0
HET_3,1658,2867.7,2685.1,462,0.624,0.589,0.819,1
HET_3,1659,2868.7,629.7,612,0.699,0.851,0.909,0
HET_3,1660,2869.5,2748.7,82,0.997,0.510,0.932,0
HET_3,1661,2873.9,1268.0,162,0.927,0.789,0.959,0
HET_3,1662,2878.7,1517.9,360,0.542,0.876,0.784,1
HET_3,1663,2880.5,1484.1,378,0.581,0.948,0.887,1
HET_3,1664,2886.7,2245.0,367,0.687,0.875,0.904,2
HET_3,1665,2903.6,1989.0,604,0.335,0.881,0.586,0
HET_3,1666,2883.0,2752.4,306,0.799,0.839,0.930,1
HET_3,1667,2881.4,2224.3,187,0.797,0.863,0.940,3
HET_3,1668,2891.2,1307.0,426,0.653,0.682,0.824,3
HET_3,1669,2882.9,2781.2,321,0.546,0.945,0.863,2
HET_3,1670,2887.2,620.1,354,0.783,0.744,0.915,5
HET_3,1671,2890.5,1143.9,301,0.513,0.937,0.827,1
HET_3,1672,2893.1,2574.5,319,0.724,0.730,0.867,2
HET_3,1673,2889.7,2723.1,234,0.858,0.640,0.925,2
HET_3,1674,2889.3,1853.5,522,0.490,0.911,0.802,1
HET_3,1675,2891.3,644.2,383,0.817,0.654,0.936,0
HET_3,1676,2890.2,2075.8,360,0.604,0.862,0.841,3
HET_3,1677,2890.0,2112.0,248,0.760,0.822,0.919,1
HET_3,1678,2903.4,784.7,509,0.367,0.972,0.754,1
HET_3,1679,2897.0,2232.0,428,0.740,0.788,0.918,0
HET_3,1680,2892.8,2138.6,255,0.963,0.570,0.970,0
HET_3,1681,2894.3,2640.4,241,0.857,0.686,0.934,1
HET_3,1682,2900.8,2166.9,517,0.495,0.869,0.789,0
HET_3,1683,2894.0,2559.3,139,0.995,0.455,0.979,2
HET_3,1684,2896.8,2768.7,207,0.952,0.595,0.945,0
HET_3,1685,2898.2,2731.7,115,0.883,0.710,0.927,0
HET_3,1686,2904.4,2186.7,190,0.793,0.800,0.927,4
HET_3,1687,2905.6,2564.4,199,0.662,0.929,0.888,1
HET_3,1688,2916.9,1862.4,245,0.498,0.971,0.866,0
HET_3,1689,2909.8,2635.9,215,0.939,0.612,0.951,2
HET_3,1690,2911.9,2617.1,276,0.904,0.655,0.958,3
HET_3,1691,2911.7,685.3,319,0.717,0.912,0.944,2
HET_3,1692,2918.5,2574.7,274,0.833,0.214,0.913,1
HET_3,1693,2924.8,996.0,381,0.523,0.939,0.816,1
HET_3,1694,2927.2,635.7,376,0.585,0.897,0.825,3
HET_3,1695,2940.4,580.3,405,0.469,0.958,0.882,4
HET_3,1696,2933.7,2073.6,431,0.855,0.535,0.954,0
HET_3,1697,2930.3,2626.6,352,0.717,0.793,0.887,0
HET_3,1698,2938.2,1912.2,330,0.834,0.742,0.935,0
HET_3,1699,2936.4,1283.9,398,0.608,0.939,0.909,1
HET_3,1700,2935.8,1485.2,282,0.821,0.720,0.892,0
HET_3,1701,2933.6,1209.6,241,0.593,0.940,0.903,2
HET_3,1702,2938.2,1471.5,194,0.835,0.764,0.919,1
HET_3,1703,2942.3,874.0,373,0.778,0.748,0.910,1
HET_3,1704,2947.0,1229.7,220,0.935,0.720,0.969,1
HET_3,1705,2949.4,1106.3,240,0.747,0.751,0.886,2
HET_3,1706,2956.0,1425.0,311,0.673,0.884,0.850,2
HET_3,1707,2958.1,1341.1,281,0.776,0.685,0.912,2
HET_3,1708,2960.2,562.1,267,0.766,0.728,0.884,0
HET_3,1709,2965.9,1235.9,318,0.806,0.839,0.944,1
HET_3,1710,2967.0,2048.4,321,0.865,0.785,0.955,1
HET_3,1711,2969.6,1267.6,228,0.878,0.730,0.946,0
HET_3,1712,2977.4,738.3,385,0.401,0.971,0.772,1
HET_3,1713,2976.0,1872.5,284,0.633,0.844,0.811,2
HET_3,1714,2988.7,821.2,454,0.416,0.875,0.733,3
HET_3,1715,2979.6,1206.4,236,0.663,0.667,0.834,0
HET_3,1716,2984.9,1345.4,373,0.633,0.930,0.880,1
HET_3,1717,2989.7,1000.1,496,0.887,0.675,0.954,2
HET_3,1718,2999.5,1319.6,600,0.348,0.632,0.684,0
HET_3,1719,2988.8,1269.0,341,0.743,0.553,0.909,1
HET_3,1720,2991.9,1942.7,277,0.739,0.889,0.923,2
HET_3,1721,2995.0,558.9,421,0.352,0.850,0.603,2
HET_3,1722,2996.3,1180.7,264,0.584,0.884,0.783,0
HET_3,1723,2994.6,2122.2,252,0.951,0.594,0.958,1
HET_3,1724,3003.6,950.3,492,0.422,0.851,0.698,0
HET_3,1725,2998.4,2012.8,201,0.924,0.589,0.944,1
HET_3,1726,3005.2,1245.6,284,0.821,0.806,0.937,2
HET_3,1727,3007.9,2049.8,288,0.784,0.829,0.920,3
HET_3,1728,3012.1,2027.4,383,0.649,0.883,0.901,3
HET_3,1729,3015.4,1045.3,284,0.685,0.814,0.869,2
HET_3,1730,3022.4,1060.0,432,0.645,0.863,0.852,1
HET_3,1731,3018.2,1191.1,313,0.669,0.912,0.913,2
HET_3,1732,3015.9,1002.5,256,0.947,0.719,0.962,0
HET_3,1733,3024.2,1868.1,224,0.829,0.802,0.933,2
HET_3,1734,3028.1,1104.3,304,0.604,0.656,0.809,0
HET_3,1735,3029.5,1224.9,349,0.655,0.907,0.884,1
HET_3,1736,3027.8,1880.0,158,0.831,0.825,0.919,1
HET_3,1737,3035.3,652.1,308,0.427,0.940,0.667,0
HET_3,1738,3036.2,2216.7,315,0.678,0.744,0.882,1
HET_3,1739,3031.3,1924.3,228,0.776,0.833,0.934,1
HET_3,1740,3035.2,1131.9,460,0.593,0.790,0.847,0
HET_3,1741,3040.6,889.5,287,0.781,0.870,0.938,1
HET_3,1742,3044.3,1230.4,290,0.862,0.672,0.963,0
HET_3,1743,3048.2,1175.0,571,0.646,0.896,0.895,0
HET_3,1744,3049.0,1064.2,575,0.606,0.832,0.836,0
HET_3,1745,3052.7,1005.0,523,0.566,0.727,0.802,0
HET_3,1746,3062.0,563.6,384,0.587,0.788,0.837,0
HET_3,1747,3056.9,2160.4,128,0.910,0.521,0.928,1
HET_3,1748,3066.5,1893.9,231,0.721,0.499,0.882,2
HET_3,1749,3071.5,959.3,574,0.624,0.578,0.839,1
HET_3,1750,3067.5,2167.1,271,0.542,0.884,0.783,0
HET_3,1751,3075.1,808.4,363,0.457,0.820,0.703,2
HET_3,1752,3075.8,1012.1,504,0.453,0.876,0.699,1
HET_3,1753,3077.4,689.9,179,0.869,0.816,0.947,0
HET_3,1754,3080.7,2098.1,241,0.776,0.574,0.873,0
HET_3,1755,3085.5,745.0,267,0.606,0.581,0.824,2
HET_3,1756,3086.4,796.1,270,0.952,0.457,0.964,0
HET_3,1757,3101.3,1070.7,573,0.525,0.853,0.814,1
HET_3,1758,3097.1,867.0,538,0.378,0.906,0.659,0
HET_3,1759,3098.8,1942.7,268,0.878,0.800,0.961,1
HET_3,1760,3103.6,1905.3,563,0.903,0.535,0.959,0
HET_3,1761,3097.3,2010.2,386,0.565,0.917,0.811,0
HET_3,1762,3094.2,941.0,164,0.721,0.914,0.937,1
HET_3,1763,3102.0,1023.6,221,0.857,0.718,0.936,0
HET_3,1764,3111.5,1032.6,153,0.848,0.793,0.905,1
HET_3,1765,3120.8,2052.0,341,0.550,0.878,0.788,3
HET_3,1766,3125.9,1896.5,175,0.709,0.905,0.911,0
HET_3,1767,3127.9,1906.1,155,0.748,0.821,0.886,0
HET_3,1768,3129.3,2161.6,219,0.798,0.510,0.912,1
HET_3,1769,3140.1,1915.1,231,0.659,0.914,0.868,3
HET_3,1770,3142.4,2157.4,153,0.965,0.553,0.944,0
HET_3,1771,3147.9,2075.3,275,0.922,0.653,0.962,1
HET_3,1772,3151.8,1914.1,461,0.724,0.900,0.973,0
WT_2,1,193.3,1095.6,638,0.630,0.608,0.845,0
WT_2,2,201.9,1066.1,691,0.543,0.868,0.847,0
WT_2,3,212.5,1035.1,569,0.427,0.482,0.737,1
WT_2,4,210.8,994.9,208,0.459,0.969,0.770,1
WT_2,5,216.9,973.0,421,0.708,0.580,0.883,0
WT_2,6,227.2,1127.1,573,0.413,0.877,0.678,2
WT_2,7,219.1,1317.4,183,0.520,0.950,0.817,1
WT_2,8,221.9,822.0,435,0.381,0.978,0.759,0
WT_2,9,231.4,849.4,184,0.730,0.863,0.906,3
WT_2,10,248.5,1341.5,785,0.464,0.619,0.810,0
WT_2,11,247.5,1232.4,440,0.562,0.540,0.787,1
WT_2,12,246.0,797.6,407,0.485,0.922,0.741,1
WT_2,13,257.8,1452.5,182,0.811,0.830,0.933,2
WT_2,14,267.0,708.2,616,0.517,0.950,0.852,1
WT_2,15,269.0,1441.6,390,0.775,0.777,0.933,0
WT_2,16,280.2,1085.5,491,0.476,0.884,0.782,1
WT_2,17,283.8,1427.2,630,0.522,0.894,0.801,0
WT_2,18,289.8,706.0,282,0.755,0.780,0.890,1
WT_2,19,292.1,767.4,402,0.790,0.530,0.895,0
WT_2,20,294.4,742.4,757,0.503,0.622,0.803,0
WT_2,21,297.0,623.5,435,0.826,0.784,0.950,1
WT_2,22,298.0,874.6,476,0.880,0.698,0.954,0
WT_2,23,304.9,574.6,1016,0.528,0.772,0.843,0
WT_2,24,299.0,646.9,326,0.726,0.856,0.911,0
WT_2,25,303.7,1403.5,419,0.695,0.577,0.867,0
WT_2,26,301.9,991.0,236,0.917,0.731,0.955,1
WT_2,27,311.1,1227.6,389,0.564,0.936,0.861,0
WT_2,28,305.8,1424.6,306,0.805,0.682,0.905,3
WT_2,29,320.9,550.8,339,0.473,0.961,0.803,3
WT_2,30,318.1,661.0,464,0.649,0.841,0.841,1
WT_2,31,316.0,818.7,239,0.817,0.519,0.941,0
WT_2,32,317.9,1435.5,229,0.840,0.758,0.920,0
WT_2,33,319.8,639.8,331,0.754,0.871,0.943,1
WT_2,34,324.4,619.6,323,0.756,0.692,0.920,1
WT_2,35,323.5,958.6,307,0.563,0.948,0.882,2
WT_2,36,324.9,836.2,258,0.746,0.764,0.887,3
WT_2,37,334.5,1484.0,499,0.736,0.813,0.922,0
WT_2,38,329.2,693.0,372,0.632,0.893,0.894,2
WT_2,39,329.1,1465.8,284,0.685,0.893,0.904,1
WT_2,40,344.6,803.6,752,0.785,0.757,0.931,0
WT_2,41,340.3,1028.0,353,0.755,0.843,0.929,2
WT_2,42,338.7,955.7,295,0.893,0.560,0.958,0
WT_2,43,346.4,1263.6,298,0.714,0.896,0.937,1
WT_2,44,345.8,975.1,432,0.736,0.614,0.902,0
WT_2,45,350.2,1137.7,647,0.466,0.962,0.817,1
WT_2,46,347.8,1305.3,606,0.880,0.554,0.951,0
WT_2,47,341.7,1441.9,182,0.790,0.778,0.897,0
WT_2,48,352.0,1468.7,469,0.539,0.868,0.802,0
WT_2,49,348.9,1368.5,274,0.772,0.874,0.938,1
WT_2,50,347.2,546.4,174,0.834,0.748,0.935,0
WT_2,51,350.4,747.4,412,0.612,0.825,0.827,2
WT_2,52,352.7,624.8,729,0.432,0.934,0.745,0
WT_2,53,357.9,945.6,420,0.596,0.920,0.855,3
WT_2,54,356.1,1049.2,309,0.701,0.767,0.873,0
WT_2,55,366.5,1107.1,569,0.670,0.795,0.869,2
WT_2,56,357.6,1502.9,356,0.567,0.928,0.868,1
WT_2,57,362.0,981.5,413,0.647,0.888,0.888,2
WT_2,58,358.8,1398.0,198,0.958,0.575,0.952,1
WT_2,59,371.5,1581.5,536,0.449,0.876,0.718,1
WT_2,60,377.4,994.7,637,0.828,0.566,0.942,0
WT_2,61,369.9,1477.4,316,0.783,0.811,0.927,1
WT_2,62,370.3,1374.2,144,0.919,0.760,0.941,1
WT_2,63,386.7,1284.2,914,0.686,0.626,0.875,0
WT_2,64,388.9,1082.1,438,0.462,0.971,0.880,2
WT_2,65,393.1,1179.5,1042,0.665,0.617,0.894,0
WT_2,66,381.3,577.1,369,0.787,0.784,0.925,2
WT_2,67,399.3,698.6,678,0.288,0.963,0.645,1
WT_2,68,389.5,1058.7,567,0.666,0.805,0.896,1
WT_2,69,385.9,953.9,568,0.806,0.795,0.953,0
WT_2,70,395.9,903.2,562,0.778,0.792,0.929,0
WT_2,71,412.6,1242.6,1270,0.517,0.463,0.784,0
WT_2,72,398.5,1333.4,432,0.455,0.947,0.733,0
WT_2,73,397.6,1423.7,410,0.763,0.800,0.919,0
WT_2,74,412.3,575.9,398,0.542,0.944,0.877,0
WT_2,75,412.2,1015.1,365,0.737,0.841,0.934,0
WT_2,76,409.6,520.1,354,0.743,0.838,0.887,1
WT_2,77,433.8,1393.6,875,0.373,0.877,0.645,1
WT_2,78,416.8,1425.5,315,0.751,0.711,0.868,1
WT_2,79,431.8,1341.4,630,0.535,0.934,0.817,3
WT_2,80,417.9,1351.9,41,0.559,0.900,0.631,0
WT_2,81,422.9,1031.7,170,0.926,0.690,0.950,0
WT_2,82,446.2,823.7,553,0.377,0.975,0.750,1
WT_2,83,433.1,1120.9,649,0.748,0.855,0.943,0
WT_2,84,430.1,1703.1,224,0.615,0.817,0.794,2
WT_2,85,439.0,916.6,363,0.679,0.844,0.910,2
WT_2,86,445.5,678.0,490,0.411,0.951,0.757,0
WT_2,87,434.5,1524.5,173,0.744,0.887,0.920,1
WT_2,88,444.0,766.3,462,0.443,0.964,0.848,1
